timestamp,car_id,lap_id,setup,sample_idx,speed_mps,rpm,throttle_pct,brake_pct,gear,lateral_g,longitudinal_g,fluid_temp_c,sensor_fault
2024-01-01T12:00:05,car_01,1,A,25,62.095,12838,83.7,14.5,7,1.11,0.449,81.86,0
2024-01-01T12:00:05.200000,car_01,1,A,26,61.809,12687,70.1,20.0,7,0.865,0.697,81.44,0
2024-01-01T12:00:05.400000,car_01,1,A,27,61.089,13347,74.7,5.5,7,1.806,-0.221,81.67,0
2024-01-01T12:00:05.600000,car_01,1,A,28,62.91,13340,69.2,20.2,7,0.417,-0.055,81.22,0
2024-01-01T12:00:05.800000,car_01,1,A,29,62.878,13379,87.2,12.3,7,0.937,0.003,81.29,0
2024-01-01T12:00:06,car_01,1,A,30,62.788,13220,85.4,11.0,7,0.781,0.353,81.4,0
2024-01-01T12:00:06.200000,car_01,1,A,31,62.879,13348,94.7,12.2,7,0.938,0.025,81.56,0
2024-01-01T12:00:06.400000,car_01,1,A,32,63.047,13132,82.6,16.3,7,0.99,0.177,82.09,0
2024-01-01T12:00:06.600000,car_01,1,A,33,62.524,13344,91.6,17.8,7,0.914,0.171,81.79,0
2024-01-01T12:00:06.800000,car_01,1,A,34,62.343,12735,92.6,11.5,7,1.358,-0.027,82.34,0
2024-01-01T12:00:07,car_01,1,A,35,61.922,13115,74.2,9.9,7,0.983,0.265,81.97,0
2024-01-01T12:00:07.200000,car_01,1,A,36,62.591,13446,81.0,5.1,7,1.078,0.505,82.42,0
2024-01-01T12:00:07.400000,car_01,1,A,37,63.35,12828,87.2,17.3,7,1.121,0.157,82.0,0
2024-01-01T12:00:07.600000,car_01,1,A,38,62.023,13243,84.6,17.0,7,1.306,0.09,82.2,0
2024-01-01T12:00:07.800000,car_01,1,A,39,63.439,13080,81.9,0.0,7,1.478,0.126,80.89,0
2024-01-01T12:00:08,car_01,1,A,40,60.696,12803,90.3,9.6,7,1.316,-0.033,81.33,0
2024-01-01T12:00:08.200000,car_01,1,A,41,63.298,13257,84.8,16.4,7,0.756,0.167,82.56,0
2024-01-01T12:00:08.400000,car_01,1,A,42,64.184,13201,96.8,7.0,7,1.278,0.236,81.31,0
2024-01-01T12:00:08.600000,car_01,1,A,43,62.523,13189,83.9,9.6,7,1.712,-0.092,81.4,0
2024-01-01T12:00:08.800000,car_01,1,A,44,61.516,12489,94.3,11.5,7,0.818,0.093,83.63,0
2024-01-01T12:00:09,car_01,1,A,45,61.451,12541,86.9,13.2,7,1.261,-0.0,81.67,0
2024-01-01T12:00:09.200000,car_01,1,A,46,62.535,12795,73.1,15.9,7,1.491,0.195,82.17,0
2024-01-01T12:00:09.400000,car_01,1,A,47,62.035,12521,74.9,11.6,7,0.614,0.379,81.63,0
2024-01-01T12:00:09.600000,car_01,1,A,48,61.555,12543,96.5,4.7,7,0.631,0.063,81.84,0
2024-01-01T12:00:09.800000,car_01,1,A,49,60.902,12543,89.2,18.3,7,0.91,1.042,83.44,0
2024-01-01T12:00:10,car_01,1,A,50,61.114,11827,82.8,10.4,7,0.293,0.268,82.4,0
2024-01-01T12:00:10.200000,car_01,1,A,51,60.345,12399,90.0,7.6,7,1.311,0.043,82.16,0
2024-01-01T12:00:10.400000,car_01,1,A,52,61.011,12385,78.6,0.0,7,1.461,-0.245,82.66,0
2024-01-01T12:00:10.600000,car_01,1,A,53,62.501,12358,73.8,2.7,6,1.701,0.223,82.92,0
2024-01-01T12:00:10.800000,car_01,1,A,54,61.426,12149,79.4,5.3,7,0.006,-0.233,82.67,0
2024-01-01T12:00:11,car_01,1,A,55,60.092,12029,80.1,10.8,7,1.56,-0.049,82.61,0
2024-01-01T12:00:11.200000,car_01,1,A,56,58.417,11894,80.7,12.4,6,1.868,0.535,82.77,0
2024-01-01T12:00:11.400000,car_01,1,A,57,60.559,11473,82.8,10.7,7,0.609,0.606,82.5,0
2024-01-01T12:00:11.600000,car_01,1,A,58,60.193,11603,86.1,16.6,7,0.929,-0.26,82.83,0
2024-01-01T12:00:11.800000,car_01,1,A,59,60.087,11523,74.1,12.4,7,0.161,-0.007,82.26,0
2024-01-01T12:00:12,car_01,1,A,60,59.253,11250,69.9,8.2,6,0.683,0.183,82.66,0
2024-01-01T12:00:12.200000,car_01,1,A,61,58.293,11057,83.3,9.5,6,1.484,0.324,82.65,0
2024-01-01T12:00:12.400000,car_01,1,A,62,58.945,11319,78.3,8.0,6,1.107,0.41,84.19,0
2024-01-01T12:00:12.600000,car_01,1,A,63,57.242,11077,72.7,13.9,6,1.457,0.486,81.75,0
2024-01-01T12:00:12.800000,car_01,1,A,64,57.163,10603,73.7,6.4,6,1.029,0.366,84.15,0
2024-01-01T12:00:13,car_01,1,A,65,54.625,10383,75.7,10.0,6,1.15,-0.25,82.78,0
2024-01-01T12:00:13.200000,car_01,1,A,66,57.854,11032,73.3,5.8,6,1.329,0.077,83.57,0
2024-01-01T12:00:13.400000,car_01,1,A,67,56.923,10410,73.0,4.1,6,1.621,0.498,82.76,0
2024-01-01T12:00:13.600000,car_01,1,A,68,56.897,10230,78.3,14.5,6,1.203,0.435,83.18,0
2024-01-01T12:00:13.800000,car_01,1,A,69,55.5,10083,68.8,8.4,6,1.358,-0.054,83.83,0
2024-01-01T12:00:14,car_01,1,A,70,56.829,10176,58.8,13.6,6,1.753,0.075,82.86,0
2024-01-01T12:00:14.200000,car_01,1,A,71,55.738,10466,54.7,12.4,6,1.173,-0.139,83.8,0
2024-01-01T12:00:14.400000,car_01,1,A,72,53.833,9847,76.0,10.9,6,0.949,-0.423,82.96,0
2024-01-01T12:00:14.600000,car_01,1,A,73,52.95,9984,64.0,4.8,6,0.781,-0.215,83.48,0
2024-01-01T12:00:14.800000,car_01,1,A,74,53.168,9948,59.5,6.1,6,1.423,0.534,84.36,0
2024-01-01T12:00:15,car_01,1,A,75,53.622,9567,64.7,12.6,6,1.402,-0.191,83.12,0
2024-01-01T12:00:15.200000,car_01,1,A,76,53.946,9166,72.1,10.2,6,0.889,-0.011,83.55,0
2024-01-01T12:00:15.400000,car_01,1,A,77,53.301,9543,51.4,0.7,6,1.434,0.026,83.93,0
2024-01-01T12:00:15.600000,car_01,1,A,78,53.54,9214,66.1,5.5,6,1.323,-0.176,83.34,0
2024-01-01T12:00:15.800000,car_01,1,A,79,53.377,9307,45.8,4.4,6,1.412,0.388,83.62,0
2024-01-01T12:00:16,car_01,1,A,80,52.247,8603,75.9,12.4,6,1.652,0.258,84.47,0
2024-01-01T12:00:16.200000,car_01,1,A,81,52.712,8858,62.5,10.4,6,1.81,-0.167,83.78,0
2024-01-01T12:00:16.400000,car_01,1,A,82,52.443,9160,57.2,6.4,6,1.242,-0.102,85.05,0
2024-01-01T12:00:16.600000,car_01,1,A,83,52.363,9080,57.3,7.2,6,1.756,0.537,84.44,0
2024-01-01T12:00:16.800000,car_01,1,A,84,51.128,8822,51.5,13.8,6,0.999,-0.256,84.48,0
2024-01-01T12:00:17,car_01,1,A,85,51.185,8973,51.1,10.1,6,0.824,-0.532,83.36,0
2024-01-01T12:00:17.200000,car_01,1,A,86,51.011,8122,60.0,17.1,6,1.162,0.52,84.41,0
2024-01-01T12:00:17.400000,car_01,1,A,87,51.381,8348,57.8,5.3,6,1.521,-0.121,84.28,0
2024-01-01T12:00:17.600000,car_01,1,A,88,50.604,8300,49.6,13.6,6,1.589,-0.405,84.68,0
2024-01-01T12:00:17.800000,car_01,1,A,89,50.368,7990,51.8,3.4,6,1.839,-0.067,84.41,0
2024-01-01T12:00:18,car_01,1,A,90,50.627,8125,52.4,4.8,6,1.031,-0.42,84.4,0
2024-01-01T12:00:18.200000,car_01,1,A,91,50.203,8121,53.4,4.9,6,0.9,-0.147,84.84,0
2024-01-01T12:00:18.400000,car_01,1,A,92,49.281,7908,50.7,9.2,6,1.239,0.378,84.31,0
2024-01-01T12:00:18.600000,car_01,1,A,93,48.869,8227,46.2,13.5,6,0.999,0.567,83.53,0
2024-01-01T12:00:18.800000,car_01,1,A,94,47.325,7340,56.0,11.8,6,1.131,-0.41,84.88,0
2024-01-01T12:00:19,car_01,1,A,95,48.357,7522,33.4,4.5,6,1.315,0.062,84.79,0
2024-01-01T12:00:19.200000,car_01,1,A,96,47.887,7168,43.3,4.8,6,1.24,0.103,84.46,0
2024-01-01T12:00:19.400000,car_01,1,A,97,46.823,7705,44.7,6.8,6,0.016,-0.057,85.16,0
2024-01-01T12:00:19.600000,car_01,1,A,98,48.787,7501,37.0,7.8,5,1.544,-0.401,84.84,0
2024-01-01T12:00:19.800000,car_01,1,A,99,46.571,7454,29.9,11.9,6,1.003,-0.121,85.21,0
2024-01-01T12:00:20,car_01,1,A,100,48.485,7177,47.2,12.8,6,1.076,0.362,85.09,0
2024-01-01T12:00:20.200000,car_01,1,A,101,48.492,7443,33.4,16.1,6,2.051,0.126,85.5,0
2024-01-01T12:00:20.400000,car_01,1,A,102,46.596,7025,37.3,17.5,6,0.433,-0.218,84.14,0
2024-01-01T12:00:20.600000,car_01,1,A,103,47.062,7627,29.7,8.0,6,1.699,-0.102,84.53,0
2024-01-01T12:00:20.800000,car_01,1,A,104,45.536,6721,43.3,6.3,6,1.58,0.18,84.87,0
2024-01-01T12:00:21,car_01,1,A,105,46.236,7507,38.4,11.3,6,0.492,0.184,84.81,0
2024-01-01T12:00:21.200000,car_01,1,A,106,44.421,6947,39.9,20.5,5,0.992,-0.489,86.36,0
2024-01-01T12:00:21.400000,car_01,1,A,107,46.791,7331,29.0,5.0,6,1.723,-0.176,85.08,0
2024-01-01T12:00:21.600000,car_01,1,A,108,46.076,7716,32.1,13.1,6,1.228,-0.028,84.96,0
2024-01-01T12:00:21.800000,car_01,1,A,109,47.214,7881,35.5,5.4,6,0.595,-0.047,85.31,0
2024-01-01T12:00:22,car_01,1,A,110,46.434,7409,25.3,13.9,6,1.195,-0.132,85.62,0
2024-01-01T12:00:22.200000,car_01,1,A,111,47.463,7568,29.5,16.5,6,0.918,-0.331,84.77,0
2024-01-01T12:00:22.400000,car_01,1,A,112,46.557,7212,31.6,13.6,6,1.094,0.187,85.75,0
2024-01-01T12:00:22.600000,car_01,1,A,113,46.173,7377,31.6,15.2,6,1.078,-0.246,86.07,0
2024-01-01T12:00:22.800000,car_01,1,A,114,46.715,7443,24.5,14.8,6,1.154,-0.111,85.48,0
2024-01-01T12:00:23,car_01,1,A,115,45.841,7436,36.6,12.6,6,0.989,-0.271,85.92,0
2024-01-01T12:00:23.200000,car_01,1,A,116,46.978,7483,40.3,17.8,6,1.361,-0.174,85.7,0
2024-01-01T12:00:23.400000,car_01,1,A,117,45.67,7747,20.1,12.5,6,0.887,0.118,85.85,0
2024-01-01T12:00:23.600000,car_01,1,A,118,45.963,7284,30.1,15.6,6,1.033,-0.202,85.56,0
2024-01-01T12:00:23.800000,car_01,1,A,119,46.829,8045,27.6,15.8,6,1.647,0.02,85.72,0
2024-01-01T12:00:24,car_01,1,A,120,47.826,7781,35.5,24.0,6,1.745,-0.663,86.35,0
2024-01-01T12:00:24.200000,car_01,1,A,121,49.253,8060,37.5,24.3,6,0.777,-0.018,86.02,0
2024-01-01T12:00:24.400000,car_01,1,A,122,45.531,7895,34.7,22.0,6,1.799,0.048,85.92,0
2024-01-01T12:00:24.600000,car_01,1,A,123,48.072,8225,43.5,10.7,6,0.482,-0.774,86.45,0
2024-01-01T12:00:24.800000,car_01,1,A,124,47.78,8044,31.6,15.6,6,0.565,-0.26,85.95,0
2024-01-01T12:00:25,car_01,1,A,125,49.379,8543,31.4,16.1,6,1.402,-0.03,86.4,0
2024-01-01T12:00:25.200000,car_01,1,A,126,48.912,8871,29.0,15.8,6,0.213,-0.021,86.11,0
2024-01-01T12:00:25.400000,car_01,1,A,127,47.733,8213,42.9,19.3,4,0.684,0.205,85.83,0
2024-01-01T12:00:25.600000,car_01,1,A,128,47.364,9080,36.0,17.7,6,0.591,-0.216,86.79,0
2024-01-01T12:00:25.800000,car_01,1,A,129,49.617,8912,37.2,13.4,6,0.982,0.279,86.98,0
2024-01-01T12:00:26,car_01,1,A,130,48.941,8972,37.0,21.0,6,0.361,-0.274,86.57,0
2024-01-01T12:00:26.200000,car_01,1,A,131,49.195,9072,53.6,28.3,6,0.719,-0.401,86.22,0
2024-01-01T12:00:26.400000,car_01,1,A,132,48.651,8902,44.0,23.0,6,0.904,-0.136,86.53,0
2024-01-01T12:00:26.600000,car_01,1,A,133,49.16,9466,49.1,17.9,6,0.451,-0.362,86.67,0
2024-01-01T12:00:26.800000,car_01,1,A,134,51.444,9644,50.0,28.3,6,1.241,0.033,86.93,0
2024-01-01T12:00:27,car_01,1,A,135,50.355,8906,42.4,32.2,6,0.568,-0.377,87.26,0
2024-01-01T12:00:27.200000,car_01,1,A,136,50.852,9365,55.0,26.6,6,1.073,-0.36,87.05,0
2024-01-01T12:00:27.400000,car_01,1,A,137,51.452,9835,53.0,29.3,6,0.823,0.014,86.28,0
2024-01-01T12:00:27.600000,car_01,1,A,138,52.03,9966,43.1,20.1,6,0.717,-0.558,87.07,0
2024-01-01T12:00:27.800000,car_01,1,A,139,51.997,9638,47.0,29.5,6,1.151,0.108,86.87,0
2024-01-01T12:00:28,car_01,1,A,140,51.685,9826,51.7,36.1,6,1.273,0.28,87.67,0
2024-01-01T12:00:28.200000,car_01,1,A,141,50.736,9844,45.5,30.8,6,1.372,-0.396,87.07,0
2024-01-01T12:00:28.400000,car_01,1,A,142,53.236,10158,45.1,21.3,6,1.036,-0.471,87.67,0
2024-01-01T12:00:28.600000,car_01,1,A,143,53.098,10536,61.3,21.5,6,0.34,-0.071,86.63,0
2024-01-01T12:00:28.800000,car_01,1,A,144,52.617,10346,52.5,18.7,6,0.499,-0.024,87.87,0
2024-01-01T12:00:29,car_01,1,A,145,51.726,10678,58.6,19.5,6,0.051,-0.075,87.04,0
2024-01-01T12:00:29.200000,car_01,1,A,146,54.161,10942,50.9,25.8,6,0.812,0.066,88.18,0
2024-01-01T12:00:29.400000,car_01,1,A,147,56.06,11097,52.9,36.8,6,0.863,-0.072,86.8,0
2024-01-01T12:00:29.600000,car_01,1,A,148,55.481,10856,52.4,18.3,6,0.401,-0.181,86.65,0
2024-01-01T12:00:29.800000,car_01,1,A,149,54.156,10951,47.8,18.7,6,0.291,-0.62,87.76,0
2024-01-01T12:00:30,car_01,1,A,150,54.398,11270,64.1,18.9,6,0.654,-0.343,86.93,0
2024-01-01T12:00:30.200000,car_01,1,A,151,55.391,11215,63.7,29.9,6,0.214,-0.32,87.81,0
2024-01-01T12:00:30.400000,car_01,1,A,152,57.234,10964,68.7,23.8,6,1.278,-0.325,87.19,0
2024-01-01T12:00:30.600000,car_01,1,A,153,56.438,11843,61.1,12.7,6,0.955,-0.68,87.16,0
2024-01-01T12:00:30.800000,car_01,1,A,154,55.563,11060,53.2,19.4,6,0.452,-0.213,87.53,0
2024-01-01T12:00:31,car_01,1,A,155,55.568,11544,69.8,28.8,6,0.765,-0.01,88.2,0
2024-01-01T12:00:31.200000,car_01,1,A,156,58.731,12461,61.8,22.5,6,1.315,0.273,88.57,0
2024-01-01T12:00:31.400000,car_01,1,A,157,55.342,11642,42.3,27.3,6,0.763,-0.178,87.78,0
2024-01-01T12:00:31.600000,car_01,1,A,158,59.299,12162,73.4,26.1,7,0.898,-0.054,87.96,0
2024-01-01T12:00:31.800000,car_01,1,A,159,57.206,12224,72.1,22.3,6,1.062,0.079,87.31,0
2024-01-01T12:00:32,car_01,1,A,160,58.455,12143,61.8,24.3,6,0.447,-0.32,88.12,0
2024-01-01T12:00:32.200000,car_01,1,A,161,59.237,12484,84.8,19.8,6,0.899,-0.549,88.29,0
2024-01-01T12:00:32.400000,car_01,1,A,162,60.322,12891,65.7,20.6,7,1.318,-0.214,88.58,0
2024-01-01T12:00:32.600000,car_01,1,A,163,58.47,12761,78.3,23.9,6,0.508,-0.232,88.23,0
2024-01-01T12:00:32.800000,car_01,1,A,164,59.97,12616,70.5,22.1,6,1.399,-0.784,87.51,0
2024-01-01T12:00:33,car_01,1,A,165,58.417,12329,60.8,23.5,6,0.893,-0.256,87.91,0
2024-01-01T12:00:33.200000,car_01,1,A,166,60.365,12820,76.2,16.6,7,1.128,-0.618,88.92,0
2024-01-01T12:00:33.400000,car_01,1,A,167,57.366,12305,66.3,23.7,6,0.288,0.372,87.58,0
2024-01-01T12:00:33.600000,car_01,1,A,168,62.696,13240,75.8,21.5,7,1.773,0.096,87.28,0
2024-01-01T12:00:33.800000,car_01,1,A,169,62.075,13142,65.1,22.6,7,0.425,-0.115,88.57,0
2024-01-01T12:00:34,car_01,1,A,170,60.434,13077,70.0,19.2,7,0.704,-0.221,89.46,0
2024-01-01T12:00:34.200000,car_01,1,A,171,61.384,12782,77.1,13.9,7,0.947,-0.115,88.59,0
2024-01-01T12:00:34.400000,car_01,1,A,172,61.534,12957,81.8,22.5,7,0.701,-0.178,88.63,0
2024-01-01T12:00:34.600000,car_01,1,A,173,62.869,13540,74.3,17.0,3,0.364,-0.446,88.66,0
2024-01-01T12:00:34.800000,car_01,1,A,174,62.397,13466,77.8,9.3,7,1.133,-0.205,88.91,0
2024-01-01T12:00:35,car_01,1,A,175,62.066,13377,85.2,19.6,7,0.803,0.149,88.5,0
2024-01-01T12:00:35.200000,car_01,1,A,176,62.117,13676,83.7,9.0,7,1.595,0.154,89.37,0
2024-01-01T12:00:35.400000,car_01,1,A,177,62.341,13327,80.1,10.7,7,1.623,-0.253,88.61,0
2024-01-01T12:00:35.600000,car_01,1,A,178,61.799,13641,88.4,11.8,7,1.005,0.014,89.34,0
2024-01-01T12:00:35.800000,car_01,1,A,179,60.717,13267,81.2,9.5,7,0.879,0.103,89.83,0
2024-01-01T12:00:36,car_01,1,A,180,62.545,13392,77.5,14.8,7,1.376,-0.577,88.74,0
2024-01-01T12:00:36.200000,car_01,1,A,181,63.244,12885,80.9,14.7,7,0.382,-0.246,89.08,0
2024-01-01T12:00:36.400000,car_01,1,A,182,63.385,13007,91.6,12.6,7,1.548,0.226,89.27,0
2024-01-01T12:00:36.600000,car_01,1,A,183,63.008,12828,74.7,5.4,7,0.941,0.162,88.26,0
2024-01-01T12:00:36.800000,car_01,1,A,184,62.215,12815,73.5,17.4,7,1.13,0.377,89.79,0
2024-01-01T12:00:37,car_01,1,A,185,61.612,12584,99.1,8.0,7,0.644,0.098,89.32,0
2024-01-01T12:00:37.200000,car_01,1,A,186,61.845,12960,85.9,10.4,7,1.414,-0.211,89.13,0
2024-01-01T12:00:37.400000,car_01,1,A,187,63.086,13241,92.6,8.8,7,1.083,-0.447,90.1,0
2024-01-01T12:00:37.600000,car_01,1,A,188,61.047,12933,78.7,11.7,7,1.429,-0.587,89.29,0
2024-01-01T12:00:37.800000,car_01,1,A,189,60.624,13144,81.9,2.1,7,0.86,0.303,90.19,0
2024-01-01T12:00:38,car_01,1,A,190,63.578,12909,83.9,18.2,7,0.858,-0.186,89.02,0
2024-01-01T12:00:38.200000,car_01,1,A,191,61.055,13059,89.3,12.2,7,1.392,0.226,90.31,0
2024-01-01T12:00:38.400000,car_01,1,A,192,62.11,12750,77.6,15.4,7,0.963,-0.523,89.47,0
2024-01-01T12:00:38.600000,car_01,1,A,193,62.026,12982,91.7,6.3,7,0.857,-0.168,89.04,0
2024-01-01T12:00:38.800000,car_01,1,A,194,61.763,12804,84.8,1.9,7,0.709,0.321,89.19,0
2024-01-01T12:00:39,car_01,1,A,195,62.469,12874,82.0,5.0,7,1.278,-0.325,89.66,0
2024-01-01T12:00:39.200000,car_01,1,A,196,61.681,12383,82.3,8.5,7,0.707,-0.111,89.48,0
2024-01-01T12:00:39.400000,car_01,1,A,197,59.582,12164,81.6,7.0,6,0.384,0.185,90.19,0
2024-01-01T12:00:39.600000,car_01,1,A,198,61.876,12540,74.4,10.6,7,0.845,0.614,89.64,0
2024-01-01T12:00:39.800000,car_01,1,A,199,61.7,11983,74.5,7.3,7,1.504,0.127,90.09,0
2024-01-01T12:00:40,car_01,1,A,200,58.974,12258,75.9,18.1,6,1.976,0.217,90.49,0
2024-01-01T12:00:40.200000,car_01,1,A,201,59.351,12594,83.4,15.0,6,0.893,-0.045,89.46,0
2024-01-01T12:00:40.400000,car_01,1,A,202,60.145,11975,83.1,17.0,7,1.434,0.054,90.12,0
2024-01-01T12:00:40.600000,car_01,1,A,203,62.158,11993,89.0,0.2,7,0.897,0.109,90.07,0
2024-01-01T12:00:40.800000,car_01,1,A,204,62.907,12796,69.5,4.6,7,1.196,0.514,90.77,0
2024-01-01T12:00:41,car_01,1,A,205,59.969,11367,73.6,0.0,6,0.645,0.127,90.65,0
2024-01-01T12:00:41.200000,car_01,1,A,206,58.074,11442,90.2,10.8,6,1.143,0.189,90.57,0
2024-01-01T12:00:41.400000,car_01,1,A,207,59.185,11334,75.1,10.5,6,1.05,0.412,90.8,0
2024-01-01T12:00:41.600000,car_01,1,A,208,59.908,11980,88.4,17.1,6,1.423,-0.04,91.55,0
2024-01-01T12:00:41.800000,car_01,1,A,209,57.854,10989,70.5,11.1,6,1.445,0.333,90.34,0
2024-01-01T12:00:42,car_01,1,A,210,56.495,10977,82.6,10.2,6,1.228,0.199,91.22,0
2024-01-01T12:00:42.200000,car_01,1,A,211,57.857,10621,70.9,9.2,6,0.564,0.267,90.17,0
2024-01-01T12:00:42.400000,car_01,1,A,212,58.118,10971,71.8,18.2,6,1.063,-0.16,90.75,0
2024-01-01T12:00:42.600000,car_01,1,A,213,58.131,10838,66.2,13.5,6,1.531,0.67,90.54,0
2024-01-01T12:00:42.800000,car_01,1,A,214,57.182,10498,61.8,10.4,6,1.632,-0.25,90.36,0
2024-01-01T12:00:43,car_01,1,A,215,55.466,10684,66.8,12.9,6,0.948,0.083,90.44,0
2024-01-01T12:00:43.200000,car_01,1,A,216,53.963,10102,74.0,0.0,6,1.226,-0.063,90.26,0
2024-01-01T12:00:43.400000,car_01,1,A,217,55.725,9725,71.1,15.9,6,0.792,0.053,91.56,0
2024-01-01T12:00:43.600000,car_01,1,A,218,55.762,10000,61.9,10.9,6,1.245,0.269,90.14,0
2024-01-01T12:00:43.800000,car_01,1,A,219,56.378,10019,71.8,6.4,6,0.78,-0.084,90.47,0
2024-01-01T12:00:44,car_01,1,A,220,54.587,9984,73.8,11.0,6,1.084,-0.043,91.3,0
2024-01-01T12:00:44.200000,car_01,1,A,221,55.757,9799,64.3,6.2,6,1.383,0.385,89.6,0
2024-01-01T12:00:44.400000,car_01,1,A,222,54.536,9515,47.9,11.6,6,1.264,0.216,90.42,0
2024-01-01T12:00:44.600000,car_01,1,A,223,56.077,9785,60.7,17.6,6,1.56,0.361,91.73,0
2024-01-01T12:00:44.800000,car_01,1,A,224,51.529,9551,59.6,11.4,6,1.668,-0.096,91.36,0
2024-01-01T12:00:45,car_01,1,A,225,54.026,9345,64.5,2.0,6,0.821,-0.221,91.44,0
2024-01-01T12:00:45.200000,car_01,1,A,226,56.671,9663,58.9,9.7,6,1.69,0.344,90.73,0
2024-01-01T12:00:45.400000,car_01,1,A,227,53.613,9151,64.6,0.0,7,0.673,0.316,90.45,0
2024-01-01T12:00:45.600000,car_01,1,A,228,52.657,9055,58.8,11.8,6,1.399,0.277,91.2,0
2024-01-01T12:00:45.800000,car_01,1,A,229,51.921,9544,64.7,13.1,6,1.447,-0.069,91.56,0
2024-01-01T12:00:46,car_01,1,A,230,51.376,8915,49.3,0.0,6,1.064,0.365,92.73,0
2024-01-01T12:00:46.200000,car_01,1,A,231,52.333,8484,53.1,5.2,6,1.21,-0.107,90.73,0
2024-01-01T12:00:46.400000,car_01,1,A,232,51.444,8607,52.4,11.7,6,2.095,0.203,91.41,0
2024-01-01T12:00:46.600000,car_01,1,A,233,51.563,8102,57.9,6.1,7,0.952,0.207,92.49,0
2024-01-01T12:00:46.800000,car_01,1,A,234,49.656,8463,54.2,3.0,6,1.641,-0.067,90.96,0
2024-01-01T12:00:47,car_01,1,A,235,49.322,7948,54.7,6.3,6,1.868,0.253,91.39,0
2024-01-01T12:00:47.200000,car_01,1,A,236,48.999,8096,35.4,0.0,6,0.912,0.382,91.89,0
2024-01-01T12:00:47.400000,car_01,1,A,237,49.584,8006,33.4,8.4,6,0.551,0.449,91.85,0
2024-01-01T12:00:47.600000,car_01,1,A,238,49.21,8068,50.0,11.2,6,1.395,0.028,91.23,0
2024-01-01T12:00:47.800000,car_01,1,A,239,49.388,8307,53.9,8.9,6,1.495,0.079,92.14,0
2024-01-01T12:00:48,car_01,1,A,240,48.196,7797,59.9,13.9,6,1.844,-0.015,91.66,0
2024-01-01T12:00:48.200000,car_01,1,A,241,48.532,7905,43.6,15.1,6,1.019,0.631,92.53,0
2024-01-01T12:00:48.400000,car_01,1,A,242,47.234,7722,42.6,15.1,6,1.018,0.322,92.37,0
